5033419560201 26.0  8.5  0.009999-99.9-99.9-99.9-99.912.1 87-9.9-99-99.9 -99-99.927.5-9.9
5033419560202 32.3 12.7  0.009999-99.9-99.9-99.9-99.911.6 84-9.9-99-99.9 -99-99.926.7-9.9
5033419560203 33.2 16.4  0.009999-99.9-99.9-99.9-99.911.0 80-9.9-99-99.9 -99-99.925.7-9.9
5033419560204 31.5 19.5  0.819999-99.9-99.9-99.9-99.9 4.5 32-9.9-99-99.9 -99-99.914.7-9.9
5033419560205 25.4 14.3  0.009999-99.9-99.9-99.9-99.9 8.7 63-9.9-99-99.9 -99-99.921.7-9.9
5033419560206 26.3  5.8  0.009999-99.9-99.9-99.9-99.912.1 88-9.9-99-99.9 -99-99.927.2-9.9
5033419560207 29.4 12.7  0.009999-99.9-99.9-99.9-99.911.1 81-9.9-99-99.9 -99-99.925.5-9.9
5033419560208 31.5 15.6  0.009999-99.9-99.9-99.9-99.910.4 76-9.9-99-99.9 -99-99.924.3-9.9
5033419560209 34.2 20.1  0.009999-99.9-99.9-99.9-99.910.4 76-9.9-99-99.9 -99-99.924.2-9.9
5033419560210 33.5 18.1  0.009999-99.9-99.9-99.9-99.911.1 82-9.9-99-99.9 -99-99.925.4-9.9
5033419560211 33.0 17.4  0.009999-99.9-99.9-99.9-99.910.0 74-9.9-99-99.9 -99-99.923.5-9.9
5033419560212 34.0 15.8  3.619999-99.9-99.9-99.9-99.9 9.8 72-9.9-99-99.9 -99-99.922.9-9.9
5033419560213 27.4 14.8  0.009999-99.9-99.9-99.9-99.910.8 80-9.9-99-99.9 -99-99.924.6-9.9
5033419560214 29.5  7.2  0.009999-99.9-99.9-99.9-99.9 9.6 71-9.9-99-99.9 -99-99.922.5-9.9
5033419560215 27.9  7.7  0.009999-99.9-99.9-99.9-99.910.8 81-9.9-99-99.9 -99-99.924.5-9.9
5033419560216 32.6 15.9  0.009999-99.9-99.9-99.9-99.911.6 87-9.9-99-99.9 -99-99.925.7-9.9
5033419560217 34.8 18.2  0.009999-99.9-99.9-99.9-99.911.1 83-9.9-99-99.9 -99-99.924.7-9.9
5033419560218 34.9 14.1  0.009999-99.9-99.9-99.9-99.910.4 78-9.9-99-99.9 -99-99.923.5-9.9
5033419560219 35.1 19.4 26.319999-99.9-99.9-99.9-99.9 4.3 32-9.9-99-99.9 -99-99.913.7-9.9
5033419560220 28.7 18.4  5.419999-99.9-99.9-99.9-99.9 6.6 50-9.9-99-99.9 -99-99.917.4-9.9
5033419560221 24.0 11.9  0.009999-99.9-99.9-99.9-99.9 5.3 40-9.9-99-99.9 -99-99.915.2-9.9
5033419560222 24.8  6.7  0.009999-99.9-99.9-99.9-99.910.5 80-9.9-99-99.9 -99-99.923.4-9.9
5033419560223 29.4 10.3 16.219999-99.9-99.9-99.9-99.910.3 78-9.9-99-99.9 -99-99.922.8-9.9
5033419560224 27.5 10.1  0.009999-99.9-99.9-99.9-99.910.2 78-9.9-99-99.9 -99-99.922.7-9.9
5033419560225 28.0 16.1  0.009999-99.9-99.9-99.9-99.9 7.2 55-9.9-99-99.9 -99-99.917.9-9.9
5033419560226 30.0 14.3  4.219999-99.9-99.9-99.9-99.910.3 79-9.9-99-99.9 -99-99.922.6-9.9
5033419560227 27.0 15.2  8.319999-99.9-99.9-99.9-99.9 3.8 29-9.9-99-99.9 -99-99.912.4-9.9
5033419560228 23.9 12.5  0.009999-99.9-99.9-99.9-99.911.4 88-9.9-99-99.9 -99-99.924.1-9.9
5033419560229 31.0 10.7  0.009999-99.9-99.9-99.9-99.911.9 92-9.9-99-99.9 -99-99.924.7-9.9
5033419560301 33.0 12.9  0.009999-99.9-99.9-99.9-99.910.8 84-9.9-99-99.9 -99-99.923.0-9.9
5033419560302 34.0 13.5  0.009999-99.9-99.9-99.9-99.910.9 85-9.9-99-99.9 -99-99.923.0-9.9
5033419560303 32.0 19.9  0.009999-99.9-99.9-99.9-99.9 5.9 46-9.9-99-99.9 -99-99.915.3-9.9
5033419560304 30.4 17.1  0.009999-99.9-99.9-99.9-99.9 3.9 30-9.9-99-99.9 -99-99.912.1-9.9
5033419560305 34.0 15.6  0.009999-99.9-99.9-99.9-99.910.4 82-9.9-99-99.9 -99-99.922.0-9.9
5033419560306 27.6 17.4 27.819999-99.9-99.9-99.9-99.9 3.5 27-9.9-99-99.9 -99-99.911.4-9.9
5033419560307 28.8 12.4  0.009999-99.9-99.9-99.9-99.910.8 86-9.9-99-99.9 -99-99.922.4-9.9
5033419560308 31.8 16.6  0.009999-99.9-99.9-99.9-99.910.3 82-9.9-99-99.9 -99-99.921.5-9.9
5033419560309 33.4 20.7 10.219999-99.9-99.9-99.9-99.9 9.0 72-9.9-99-99.9 -99-99.919.5-9.9
5033419560310 32.0 17.7 91.619999-99.9-99.9-99.9-99.9 3.6 28-9.9-99-99.9 -99-99.911.2-9.9
5033419560311 26.0 13.1 22.019999-99.9-99.9-99.9-99.9 3.8 30-9.9-99-99.9 -99-99.911.5-9.9
5033419560312 19.0 12.2  0.009999-99.9-99.9-99.9-99.9 4.3 34-9.9-99-99.9 -99-99.912.1-9.9
5033419560313 22.0 10.8  0.009999-99.9-99.9-99.9-99.9 3.0 24-9.9-99-99.9 -99-99.910.2-9.9
5033419560314 27.3 11.5  0.009999-99.9-99.9-99.9-99.9 7.0 56-9.9-99-99.9 -99-99.915.9-9.9
5033419560315 30.6 17.1  0.009999-99.9-99.9-99.9-99.9 5.8 47-9.9-99-99.9 -99-99.914.2-9.9
5033419560316 23.0  9.6  0.009999-99.9-99.9-99.9-99.9 6.6 54-9.9-99-99.9 -99-99.915.3-9.9
5033419560317 26.0  9.6  0.009999-99.9-99.9-99.9-99.9 6.2 50-9.9-99-99.9 -99-99.914.5-9.9
5033419560318 29.5 13.6  0.009999-99.9-99.9-99.9-99.9 6.7 55-9.9-99-99.9 -99-99.915.2-9.9
5033419560319 29.5 15.7  0.009999-99.9-99.9-99.9-99.9 5.6 46-9.9-99-99.9 -99-99.913.5-9.9
5033419771125 28.3 14.0  8.019900 13.3-99.9-99.9-99.9 0.6  413.7 45 11.6  25 20.0 8.8 5.1
5033419771126 25.0 15.6  4.019900 15.1-99.9-99.9-99.9 0.4  311.7 57  9.3  11  8.8 8.6 3.8
5033419771127 26.8  6.8  0.009900  6.5-99.9-99.9-99.9 7.9 55 8.4 35  4.5  13 10.421.2 5.1
5033419771128 29.4 12.3  0.009900  7.4-99.9-99.9-99.9 2.9 2012.1 42  9.8   2  1.612.8 3.3
5033419771129 37.3 18.2  0.009900 16.9-99.9-99.9-99.9 4.7 3311.8 31  9.4   7  5.615.9 5.3
5033419771130 34.2 16.2  0.009900 15.5-99.9-99.9-99.9 7.8 5415.7 42 13.7   1  0.821.1 4.6
5033419771201 38.3 17.2 19.019900 16.0-99.9-99.9-99.9 3.6 2520.0 50 17.5  11  8.814.1 5.0
5033419771202 36.2 19.2  0.009900 18.3-99.9-99.9-99.9 6.1 4219.7 54 17.3   8  6.418.2 5.3
5033419771203 35.6 21.7  6.219900 20.1-99.9-99.9-99.9 5.3 3724.0 62 20.4  11  8.817.0 5.4
5033419771204 29.4 18.2  1.019900 17.5-99.9-99.9-99.9 0.0  015.5 71 13.5   7  5.6 8.0 3.4
5033419771205 23.8 13.2  0.009900 11.9-99.9-99.9-99.9-9.9 99 9.5 42  6.2  16 12.8-9.9-9.9
5033419771206 26.3 10.5  0.009900  9.9-99.9-99.9-99.9 7.6 5310.5 43  7.7   2  1.621.1 4.0
5033419771207 29.6 10.2  0.009900  9.7-99.9-99.9-99.9 6.0 42 9.9 37  6.8   4  3.218.4 4.2
5033419771208 32.9 16.2  0.009900 15.2-99.9-99.9-99.9 6.8 4712.1 35  9.8  13 10.419.6 6.2
5033419771209 38.3 18.2  0.009900 17.3-99.9-99.9-99.9 7.3 5015.4 38 13.4   7  5.620.4 5.8
5033419771210 36.0 16.2  0.009900 15.4-99.9-99.9-99.9 4.3 3017.1 46 15.0  11  8.815.5 5.2
5033419771211 37.3 22.2  0.009900 20.9-99.9-99.9-99.9 4.5 3119.0 47 16.7   9  7.215.8 5.6
5033419771212 31.7 19.2  0.009900 18.3-99.9-99.9-99.9 3.8 2619.0 56 16.7  18 14.414.5 5.5
5033419771213 29.2 16.5 18.519900 15.9-99.9-99.9-99.9 1.5 1017.8 61 15.7  11  8.810.6 3.7
5033419771214 28.7 17.2  0.009900 15.9-99.9-99.9-99.9 2.1 1422.9 79 19.7  14 11.211.6 3.2
5033419771215 30.2 19.2  0.009900 18.1-99.9-99.9-99.9 7.7 5322.5 65 19.4  11  8.821.3 5.2
5033419771216 33.1 20.2  0.009900 19.0-99.9-99.9-99.9 4.5 3124.1 64 20.5   3  2.415.8 4.0
5033419771217 30.2 21.2  4.019900 20.2-99.9-99.9-99.9 0.0  024.4 75 20.7   6  4.8 8.1 2.7
5033419771218 24.6 15.5  3.519900 14.9-99.9-99.9-99.9 4.0 2815.6 70 13.6  26 20.815.1 5.1
5033419771219 18.9 10.4  5.319900  8.9-99.9-99.9-99.9 0.9  611.9 68  9.5   9  7.2 9.6 2.5
5033419771220 18.6 11.2  0.009900  9.9-99.9-99.9-99.9 0.1  113.1 75 11.0   1  0.8 8.4 1.9
5033419771221 23.3  9.7  0.009900  8.9-99.9-99.9-99.9 3.3 2312.9 60 10.7   7  5.613.9 3.1
5033419771222 24.4 16.1  0.009900 14.9-99.9-99.9-99.9 0.0  017.7 70 15.6  16 12.8 8.1 3.0
5033419771223 22.8 17.0 15.519900 17.5-99.9-99.9-99.9 0.5  317.8 83 15.7  16 12.8 8.9 3.0
5033419771224 31.3 14.2  0.009900 13.4-99.9-99.9-99.9 5.8 4020.3 65 17.7  13 10.418.1 4.6
5033419771225 32.7 19.1  0.009900 17.9-99.9-99.9-99.9 2.4 1722.3 70 19.2  23 18.412.4 5.1
5033419771226 31.3 19.5 36.019900 18.9-99.9-99.9-99.9 3.9 2721.0 62 18.3   3  2.414.8 3.8
5033419771227 26.8 20.2  2.619900 18.9-99.9-99.9-99.9 2.1 1423.3 88 20.0   8  6.411.6 3.1
5033419771228 28.0 15.4  0.009900 14.6-99.9-99.9-99.9 8.4 5812.3 43 10.0  14 11.222.5 6.1
5033419771229 23.0 12.7 15.019900 10.9-99.9-99.9-99.9 0.0  017.8 88 15.7  15 12.0 8.1 2.2
5033419771230 21.0 15.2  4.019900 13.4-99.9-99.9-99.9 2.2 1516.6 82 14.6  19 15.211.8 3.2
5033419771231 21.3 12.3  0.009900 11.3-99.9-99.9-99.9 2.1 1414.9 66 12.9   6  4.811.6 2.6
5033419780101 24.1 10.1  0.009900  8.9-99.9-99.9-99.9 0.9  615.0 65 13.0   4  3.2 9.6 2.3
5033419780102 27.1 15.7  0.009900 14.0-99.9-99.9-99.9 4.1 2815.8 58 13.8  14 11.215.0 4.5
5033419780103 31.3 15.2  0.009900 14.4-99.9-99.9-99.9 6.1 4219.0 57 16.7  16 12.818.5 5.2
5033419780104 28.8 19.7  0.009900 19.0-99.9-99.9-99.9 7.3 5115.3 54 13.3  10  8.020.7 5.6
5033419780105 30.5 11.4  0.719900 11.0-99.9-99.9-99.9 5.9 4114.8 53 12.8   0  0.018.2 3.7
5033419780106 31.5 17.0  3.119900 16.9-99.9-99.9-99.9 3.7 2618.4 66 16.2  13 10.414.5 4.7
5033419780107 31.1 12.2  0.009900 12.4-99.9-99.9-99.912.0 8317.7 61 15.6   0  0.028.5 5.1
5033419780108 33.0 18.0  3.219900 16.9-99.9-99.9-99.9 7.7 5416.7 48 14.7  16 12.821.3 6.6
5033419780109 30.7 19.4  0.819900 18.6-99.9-99.9-99.9 5.4 3817.7 58 15.6  11  8.817.3 5.2
5033419780110 30.0 19.2  0.009900 18.2-99.9-99.9-99.9 4.3 3018.0 63 15.8   6  4.815.4 4.2
5033419780111 32.8 14.2  5.719900 14.0-99.9-99.9-99.9 7.0 4915.7 46 13.7   6  4.820.0 4.8
5033419780112 27.2 15.6 23.219900 16.3-99.9-99.9-99.9 0.0  017.7 93 15.6   8  6.4 8.0 2.7
5033419780113 24.9 12.2  4.019900 11.1-99.9-99.9-99.9 2.9 2016.8 79 14.8  11  8.812.8 3.1
5033419780114 27.0 11.7  0.009900 10.9-99.9-99.9-99.9 9.5 6714.8 61 12.8  14 11.224.2 5.3
5033419780115 29.6 13.7  0.009900 10.5-99.9-99.9-99.9 8.8 6216.2 51 14.2  16 12.823.0 5.7
5033419780116 33.5 16.2  0.009900 15.4-99.9-99.9-99.9 9.1 6419.8 52 17.3  12  9.623.4 5.9
5033419780117 35.5 18.0  0.009900 16.1-99.9-99.9-99.9 8.7 6121.8 54 18.9   7  5.622.6 5.6
5033419780118 35.8 20.3 33.019900 19.1-99.9-99.9-99.9 9.2 6520.8 53 18.1  11  8.823.5 6.5
5033419780119 24.1 15.0 13.519900 14.2-99.9-99.9-99.9 1.0  718.4 87 16.2   3  2.4 9.5 2.2
5033419780120 26.7 11.2  0.009900  9.9-99.9-99.9-99.910.5 7417.0 71 15.0   6  4.825.6 4.6
5033419780121 27.8 13.5  2.819900 14.7-99.9-99.9-99.9 6.6 4714.6 55 12.6  16 12.819.0 5.1
5033419780122 22.9 14.9  0.009900 13.7-99.9-99.9-99.9 2.0 1419.5 86 17.1   3  2.411.1 2.3
5033419780123 31.5 15.7  0.009900 14.9-99.9-99.9-99.9 6.4 4616.9 60 14.9  12  9.618.7 5.2
5033419780124 29.3 12.5  0.009900 12.4-99.9-99.9-99.9 8.6 6115.5 57 13.5  13 10.422.2 5.2
5033419780125 28.1 16.0  0.009900 14.6-99.9-99.9-99.9 7.3 5218.9 61 16.6   4  3.220.0 4.2
5033419780126 23.3 11.3  0.009900 10.7-99.9-99.9-99.9 1.1  812.1 54  9.8  21 16.8 9.6 4.0
5033419780127 31.7 16.4 14.019900 11.7-99.9-99.9-99.9 6.0 4324.0 76 20.4  28 22.417.7 5.1
5033419780128 31.1 19.2  0.009900 17.7-99.9-99.9-99.9 9.4 6721.4 67 18.6   4  3.223.3 5.1
5033419780129 31.5 17.3  9.319900 16.4-99.9-99.9-99.9 2.7 1924.0 72 20.4  22 17.612.0 4.0
5033419780130 27.8 16.8  0.009900 16.7-99.9-99.9-99.9 9.8 7117.3 64 15.2   8  6.424.1 5.1
5033419780131 28.0 10.6  0.009900  9.9-99.9-99.9-99.910.5 7613.2 53 11.1   3  2.425.1 4.5
5033419780201 32.7 14.2  0.009900 13.1-99.9-99.9-99.912.0 8717.3 53 15.2   6  4.827.6 5.6
5033419780202 28.2 16.0  0.009900 14.5-99.9-99.9-99.911.6 8414.0 52 12.0   8  6.426.8 5.6
5033419780203 24.1  7.7  0.009900  6.9-99.9-99.9-99.910.8 7910.4 51  7.5   5  4.025.5 4.3
5033419780204 28.1 11.2  0.009900 10.0-99.9-99.9-99.9 8.2 6012.8 48 10.6  16 12.821.1 5.3
5033419780205 30.2 13.0  0.009900 12.4-99.9-99.9-99.911.4 8316.5 57 14.5   1  0.826.2 4.7
5033419780206 31.3 14.5  0.009900 13.9-99.9-99.9-99.912.2 8917.5 54 15.4   9  7.227.5 5.7
5033419780207 33.6 17.2  0.009900 16.5-99.9-99.9-99.9 5.8 4319.6 57 17.2  27 21.617.0 6.5
5033419780208 33.8 19.6  0.009900 19.3-99.9-99.9-99.911.4 8421.1 60 18.4  16 12.826.1 6.9
5033419780209 32.6 16.3  0.009900 14.7-99.9-99.9-99.9 9.6 7121.1 62 18.4   4  3.223.1 4.8
5033419780210 31.8 17.2 14.219900 16.4-99.9-99.9-99.9 3.7 2721.1 75 18.4   5  4.013.2 3.4
5033419780211 29.1 14.0  0.009900 12.8-99.9-99.9-99.911.0 8220.0 74 17.5  10  8.025.3 4.9
5033419780212 25.0 14.4  3.019900 13.4-99.9-99.9-99.9 0.9  718.3 89 16.1  14 11.2 8.7 2.6
5033419780213 28.3 15.6 12.219900 15.0-99.9-99.9-99.9 2.0 1522.4 95 19.3   1  0.810.4 2.3
5033419780214 27.3 17.2  0.009900 15.8-99.9-99.9-99.9 6.2 4621.0 81 18.3   5  4.017.1 3.6
5033419780215 29.3 15.3  0.009900 14.5-99.9-99.9-99.910.6 7919.5 61 17.1   3  2.424.1 4.5
5033419780216 25.6 14.7  0.009900 13.9-99.9-99.9-99.9 4.7 3518.9 78 16.6  11  8.814.6 3.2
5033419780217 23.2 14.6 13.819900 14.5-99.9-99.9-99.9 3.4 2615.2 70 13.2   9  7.212.6 3.1
5033419780218 20.3 14.0  0.009900 13.2-99.9-99.9-99.9 0.5  416.5 88 14.5   6  4.8 7.8 1.8
5033419780219 22.9 13.7  0.009900 13.0-99.9-99.9-99.9 3.4 2617.8 83 15.7   0  0.012.4 2.3
5033419780220 27.0 12.7  0.009900 12.3-99.9-99.9-99.910.7 8117.9 69 15.8   0  0.023.9 3.9
5033419780221 29.0 14.2  0.009900 13.5-99.9-99.9-99.910.2 7819.5 64 17.1  10  8.023.1 4.6
5033419780222 33.6 16.2  0.009900 15.4-99.9-99.9-99.912.6 9621.5 61 18.7   6  4.826.7 5.4
5033419780223 36.1 20.0  0.009900 18.4-99.9-99.9-99.911.6 8924.1 62 20.5   7  5.625.1 5.9
5033419780224 36.0 19.9  0.009900 18.9-99.9-99.9-99.911.5 8820.1 53 17.6  16 12.824.8 6.9
5033419780225 35.5 18.2  0.009900 17.3-99.9-99.9-99.911.0 8518.6 54 16.4  14 11.224.0 6.4
5033419780226 35.5 19.8 52.619900 22.5-99.9-99.9-99.9 3.2 2523.7 71 20.2  34 27.211.7 6.2
5033419780227 25.3 14.9  0.009900 14.1-99.9-99.9-99.9 0.1  117.9 75 15.8  23 18.4 6.8 3.0
5033419780228 29.1 16.3  0.009900 14.9-99.9-99.9-99.9 8.2 6419.1 70 16.8  13 10.419.4 4.5
5033419780301 32.7 14.2  0.009900 12.0-99.9-99.9-99.911.6 9020.4 60 17.8   8  6.424.4 4.9
5033419780302 29.7 15.2  0.009900 14.5-99.9-99.9-99.911.6 9114.5 49 12.5   3  2.424.4 4.4
5033419780303 27.2 12.2  0.009900 10.5-99.9-99.9-99.911.1 8711.8 49  9.4  16 12.823.5 5.3
5033419780304 30.5 11.2  0.009900  8.3-99.9-99.9-99.917.010013.8 51 11.8   0  0.025.9 4.0
5033419780305 25.0 11.4  0.009900 10.9-99.9-99.9-99.910.0 7912.0 58  9.7   5  4.021.6 3.7
5033419780306 25.7 11.9  0.009900 10.0-99.9-99.9-99.910.4 8211.5 53  9.0   1  0.822.0 3.4
5033419780307 29.5 11.2  0.009900  9.8-99.9-99.9-99.911.4 9014.3 54 12.3  13 10.423.4 4.8
5033419780308 30.2 14.6  0.009900 13.4-99.9-99.9-99.911.4 9116.0 57 14.0  16 12.823.4 5.4
5033419780309 29.5 13.8  0.009900 12.9-99.9-99.9-99.911.2 8913.1 47 11.0  14 11.222.9 5.2
5033419780310 29.5 13.2  0.009900 11.9-99.9-99.9-99.910.4 8314.0 52 12.0  11  8.821.6 4.6
5033419780311 30.1 13.7 24.619900 12.9-99.9-99.9-99.9 4.7 3817.0 62 15.0   1  0.813.1 2.7
5033419780312 18.3 14.2  5.819900 13.0-99.9-99.9-99.9 0.0  018.9 99 16.6   8  6.4 6.0 1.1
5033419780313 18.8 15.8 20.319900 14.7-99.9-99.9-99.9 0.0  019.2 94 16.9  13 10.4 6.0 1.2
5033419780314 23.9 17.8 17.019900 17.1-99.9-99.9-99.9 0.1  121.6 94 18.7   3  2.4 6.1 1.5
5033419780315 21.4 16.7  0.009900 15.5-99.9-99.9-99.9 0.7  619.1 90 16.8  11  8.8 7.0 1.8
5033419780316 21.1 11.0  1.419900 10.9-99.9-99.9-99.9 0.9  717.9 91 15.8   1  0.8 7.1 1.2
5033419780317 24.5 14.1  7.019900 12.6-99.9-99.9-99.9 1.2 1019.6 82 17.2   3  2.4 7.6 1.6
5033419780318 22.9 15.9  2.019900 15.9-99.9-99.9-99.9 3.9 3216.1 79 14.1   8  6.411.4 2.6
5033419780319 25.7  7.6  0.009900  5.4-99.9-99.9-99.9 8.2 6714.7 69 12.7   0  0.017.3 2.4
5033419780320 26.1 12.0  0.009900 10.7-99.9-99.9-99.9 7.9 6514.4 62 12.4   3  2.416.9 2.8
5033419780321 24.1 12.5  0.009900 11.9-99.9-99.9-99.9 0.3  216.9 75 14.9  16 12.8 5.9 2.1
5033419780322 23.0 18.6  0.009900 17.8-99.9-99.9-99.9 0.0  022.9 91 19.7   9  7.2 5.6 1.3
5033419780323 23.9 20.0  3.019900 19.5-99.9-99.9-99.9 0.0  023.6 90 20.2  18 14.4 5.5 1.7
5033419780324 20.5 18.2  3.219900 17.9-99.9-99.9-99.9 0.0  019.9 89 17.4  13 10.4 5.5 1.5
5033419780325 18.6 15.8  4.819900 15.3-99.9-99.9-99.9 0.0  017.5 89 15.4  23 18.4 5.4 1.6
5033419780326 20.7 15.8  0.009900 14.9-99.9-99.9-99.9 0.2  218.3 90 16.1   0  0.0 5.7 1.2
5033419780327 26.5 11.4  0.009900 10.1-99.9-99.9-99.9 7.0 5919.6 80 17.2   5  4.014.9 2.3
5033419780328 27.1 14.1  0.009900 12.0-99.9-99.9-99.9 7.7 6513.8 58 11.8   6  4.815.7 3.1
5033419780329 30.3 10.7  0.009900  9.9-99.9-99.9-99.9 8.0 6817.9 69 15.8   5  4.016.1 2.8
5033419780330 28.3 14.8  0.009900 13.9-99.9-99.9-99.9 6.8 5813.9 55 11.9  23 18.414.3 4.9
5033419780331 23.2  8.2  0.009900  6.4-99.9-99.9-99.910.8 9210.3 59  7.4   5  4.019.5 2.7
5033419780401 26.7 11.4  0.009900 10.9-99.9-99.9-99.914.010010.8 52  8.1  11  8.820.6 3.7
5033419780402 28.6 12.0  0.009900 11.0-99.9-99.9-99.9 9.0 7715.6 62 13.6  19 15.216.9 3.9
5033419780403 30.0 12.1  0.009900  9.7-99.9-99.9-99.9 8.6 7415.4 65 13.4   3  2.416.3 2.7
5033419780404 21.3 13.0  0.619900 10.1-99.9-99.9-99.9 0.0  017.8 90 15.7   8  6.4 4.9 1.2
5033419780405 24.5 13.4  0.009900 12.9-99.9-99.9-99.9 6.5 5611.2 64  8.6  14 11.213.3 3.6
5033419780406 18.3  1.6  0.009900 -0.5-99.9-99.9-99.9 9.5 83 9.4 70  6.1   3  2.417.2 1.6
5033419780407 20.3  4.7  0.009900  3.3-99.9-99.9-99.910.4 91 9.8 64  6.7  11  8.818.2 2.4
5033419780408 20.5 10.1  0.009900  8.6-99.9-99.9-99.9 0.6  512.0 71  9.7   3  2.4 5.5 1.5
5033419780409 25.5  7.6  0.009900  4.4-99.9-99.9-99.910.0 8814.3 74 12.3   3  2.417.4 2.1
5033419780410 29.5 10.2  0.009900  9.1-99.9-99.9-99.9 8.7 7713.0 52 10.9  13 10.415.6 3.4
5033419780411 31.1 11.2  0.009900  9.2-99.9-99.9-99.910.0 8914.1 52 12.1   3  2.417.2 2.6
5033419780412 26.2 11.9  0.009900 10.0-99.9-99.9-99.9 9.4 8415.1 68 13.1  13 10.416.3 2.9
5033419780413 28.1 12.2  0.009900 11.1-99.9-99.9-99.9 5.6 5015.5 66 13.5  10  8.011.5 2.6
5033419780414 22.5 12.2  0.009900 10.9-99.9-99.9-99.9 4.5 4013.3 70 11.2  16 12.810.0 2.6
5033419780415 21.9  6.6  0.009900  5.2-99.9-99.9-99.9 5.6 5011.7 70  9.3   8  6.411.2 1.8
5033419780416 28.5 12.0  0.009900 10.1-99.9-99.9-99.9 9.1 8218.4 78 16.2   0  0.015.4 2.0
5033419780417 28.9 15.1 31.019900 14.2-99.9-99.9-99.9 4.3 3915.3 55 13.3  21 16.8 9.6 3.9
5033419780418 22.1 14.2  0.009900 13.2-99.9-99.9-99.9 5.8 5313.6 74 11.5  23 18.411.3 3.3
5033419780419 23.7  6.2  0.009900  4.9-99.9-99.9-99.910.4 9411.1 66  8.5   2  1.616.5 1.7
5033419780420 25.6  8.8  0.009900  7.5-99.9-99.9-99.9 9.0 8211.7 61  9.3   4  3.214.8 2.0
5033419780421 21.3  9.2  0.009900  8.2-99.9-99.9-99.9 7.6 6912.6 78 10.4   6  4.813.0 1.7
5033419780422 21.5  3.7  0.009900  2.7-99.9-99.9-99.9 9.0 8310.5 70  7.7   0  0.014.7 1.2
5033419780423 23.3  8.5  0.009900  7.2-99.9-99.9-99.9 9.4 8613.0 70 10.9  10  8.014.9 2.0
5033419780424 16.7 11.2 19.819900 10.1-99.9-99.9-99.9 0.0  015.2 92 13.2   3  2.4 4.1 0.7
5033419780425 22.7 11.4  0.009900 10.3-99.9-99.9-99.9 8.8 8113.2 78 11.1   5  4.014.0 1.8
5033419780426 25.1 11.9  0.009900  8.6-99.9-99.9-99.9 8.4 7816.3 79 14.3   5  4.013.5 1.8
5033419780427 26.4 11.2  0.009900  9.9-99.9-99.9-99.9 8.4 7815.3 71 13.3   1  0.813.4 1.6
5033419780428 24.3 13.2  0.009900 12.0-99.9-99.9-99.9 4.2 3916.3 79 14.3   6  4.8 8.6 1.6
5033419780429 23.9  9.3  0.009900  8.3-99.9-99.9-99.9 6.6 6213.9 77 11.9   1  0.811.2 1.3
5033419780430 25.3 10.1  0.009900  7.4-99.9-99.9-99.9 6.3 5915.1 75 13.1   6  4.810.7 1.6
5033419780501 22.4 11.7  0.009900  9.9-99.9-99.9-99.9 1.5 1415.3 82 13.3   4  3.2 5.4 1.2
5033419780502 20.1 12.3  0.009900 11.1-99.9-99.9-99.9 0.0  016.2 86 14.2   2  1.6 3.8 0.8
5033419780503 22.3 10.2  0.009900  9.9-99.9-99.9-99.9 7.6 72 9.9 62  6.8  12  9.611.9 2.3
5033419780504 20.3  5.8  2.719900  1.7-99.9-99.9-99.9 5.0 48 9.2 57  5.8   1  0.8 9.1 1.1
5033419780505 24.0  9.4  0.619900  8.9-99.9-99.9-99.9 2.7 2615.0 77 13.0   6  4.8 6.5 1.2
5033419780506 26.7 12.7  0.009900 11.2-99.9-99.9-99.9 5.7 5416.7 75 14.7   3  2.4 9.6 1.4
5033419780507 28.2 14.4  0.009900 13.5-99.9-99.9-99.9 5.5 5317.4 77 15.3   1  0.8 9.4 1.4
5033419780508 29.3 15.4  0.009900 14.1-99.9-99.9-99.9 4.3 4119.7 78 17.3   4  3.2 8.0 1.6
5033419780509 28.6 15.5  0.009900 14.9-99.9-99.9-99.9 2.6 2519.1 77 16.8   8  6.4 6.2 1.8
5033419780510 22.1 15.6  0.009900 15.1-99.9-99.9-99.9 0.5  510.8 53  8.1  13 10.4 4.0 2.8
5033419780511 19.3  9.2  7.319900  8.2-99.9-99.9-99.9 0.0  014.5 85 12.5   4  3.2 3.5 0.7
5033419780512 16.9 11.9  0.009900 11.6-99.9-99.9-99.9 0.0  015.0 92 13.0   8  6.4 3.4 0.7
5033419780513 16.8 13.5  0.009900 12.9-99.9-99.9-99.9 0.0  015.5 94 13.5   3  2.4 3.4 0.7
5033419780514 19.5  5.3  3.019900  3.9-99.9-99.9-99.9 7.3 71 9.7 75  6.5   0  0.010.6 0.7
5033419780515 14.7  4.2  0.009900  3.3-99.9-99.9-99.9 4.2 41 9.5 78  6.2   8  6.4 7.5 0.8
5033419780516 12.7  8.0  3.019900  6.9-99.9-99.9-99.9 1.1 11 9.9 84  6.8   4  3.2 4.4 0.8
5033419780517 18.2  7.2  0.009900  6.5-99.9-99.9-99.9 5.4 5310.9 82  8.2   5  4.0 8.6 0.9
5033419780518 19.8  8.0  0.009900  6.7-99.9-99.9-99.9 2.8 2811.4 71  8.9  13 10.4 6.0 1.5
5033419780519 18.5  4.8  0.009900  5.6-99.9-99.9-99.9 6.0 59 6.9 55  1.7  30 24.0 9.0 3.4
